,Trial index,Stim frequency,Stim AM rate,Category,Response,Task,Right licks,Left licks,Choice rate,dprimes,Timeline events,Flagged,Easy
0,0.0,750.0,0.0,1,1,0,"[ True False False False False False False False False False  True False
 False False False  True False False False False  True False False False
  True False False False False False False False False False False False
 False  True False False False  True False False False  True False False
 False False  True False False False False False False False False False
 False False False False  True False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0, 0, 0]","[0, 0]",0,False,False
1,1.0,750.0,0.0,1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False  True False False False  True  True False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[1.0, 0.0, 0.0]","[nan, 0.0]",0,False,False
2,2.0,1500.0,0.0,1,1,0,"[False False False False False False  True False False False False  True
 False False False False  True False False False False  True False False
 False  True False False False False False False False False False False
 False False False False False False False False  True False False  True
 False False False False False False False False False  True False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[nan, nan]",0,False,True
3,3.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False  True False False False False  True False False False  True  True
 False False False  True False False False  True False False False  True
 False False False False False  True  True False False False False False
 False False False  True  True False False False  True False False  True
  True False False False False False False]","[0.6666666666666666, 0.3333333333333333, 0.0]","[nan, nan]",0,False,True
4,4.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False  True False False False False  True False False False False False
 False False False False  True False False False  True False False False
  True False False False False  True  True False False False  True False
 False False False  True  True False False False  True  True False False
 False  True False False False False False  True  True False False False
  True False False False False False False]","[0.5, 0.5, 0.0]","[nan, 0.0]",0,False,True
5,5.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False  True False False False False  True False False False False
  True False False False  True  True False False False  True False False
 False  True False False False False False  True False False False False
  True  True False False False  True False False False False False  True
 False False False  True  True False False False False False False False
 False False False False False False False]","[0.4, 0.6, 0.0]","[nan, 0.8614515429653226]",0,False,True
6,6.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False  True False False False False False False False False  True False
 False False False  True  True False False  True  True False False  True
  True False False False  True False False False  True  True False False
 False False  True  True False False False  True False False False False
  True  True False False False  True False False False False False False
 False False False False  True False False]","[0.3333333333333333, 0.6666666666666666, 0.0]","[nan, 1.3489755673346382]",0,False,True
7,7.0,750.0,0.0,1,1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False  True False False False  True False False False False False
  True False False False False False  True False  True  True False False
  True False False  True False  True  True  True  True False  True False
 False  True False  True  True  True False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.2857142857142857, 0.7142857142857143, 0.0]","[nan, 1.6832381817308146]",0,False,True
8,8.0,6000.0,0.0,-1,1,0,"[False  True False False  True False  True False False  True False  True
  True False  True False  True  True False  True False False  True False
  True False False  True False  True False False  True False  True False
 False  True False False  True False  True False  True  True False  True
 False False  True False  True False False  True False  True  True False
  True False  True  True False  True False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.375, 0.625, 0.0]","[nan, 1.6832381817308146]",0,False,True
9,9.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False  True False False
 False  True False False False False  True  True False False False  True
 False False  True  True False False False  True False False False False
 False False False False False  True False False False  True False False
 False False  True False False False  True False False False False False
  True False False False  True  True False]","[0.4444444444444444, 0.5555555555555556, 0.0]","[1.3489755673346382, 1.6832381817308146]",0,False,True
