,Trial index,Stim frequency,Stim AM rate,Category,Response,Task,Right licks,Left licks,Choice rate,dprimes,Timeline events,Flagged,Easy
0,0.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False  True False False False  True False False False False
 False False False False  True False False False False False False False
  True False False False  True False False False False False  True False
 False  True  True False False False False  True  True False False  True
  True False False False  True False False False False  True  True False
 False False False False False False False]","[0, 0, 0]","[0, 0]",0,False,False
1,1.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True False False False False  True False False False False False False
 False False False False False False False  True False False False  True
 False False False False  True  True False False  True False False False
 False False  True  True False False  True  True False False  True  True
 False False False False  True  True False False False False False False
 False False False False False False False]","[0.0, 1.0, 0.0]","[0.0, nan]",0,False,True
2,2.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False  True False False False False  True False False False False  True
 False False False  True False False False False False False False  True
  True False False False  True False False False False  True  True False
 False False False  True  True False False  True  True False False False
 False False  True False False False False False False False False False
 False False False False False False False]","[0.0, 1.0, 0.0]","[0.0, nan]",0,False,True
3,3.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False  True  True False False False  True False False False
  True False False False False False False False  True  True False False
 False  True False False False False  True False False False False  True
 False False False False False  True False False False  True  True False
 False False  True False False False False False  True  True False False
  True  True False False False False False]","[0.0, 1.0, 0.0]","[0.0, nan]",0,False,True
4,4.0,1500.0,0.0,1,1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False  True False
 False False  True False False False False  True False False False False
 False False False False  True False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.0, 1.0, 0.0]","[0.0, nan]",0,False,True
5,5.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False  True  True False False False False  True False False False  True
 False False False  True False False False False  True False False False
  True False False False False  True  True False False False False  True
  True False False  True  True False False False  True  True False False
 False False False  True False False False  True  True False False False
 False False False False False False False]","[0.2, 0.8, 0.0]","[nan, nan]",0,False,True
6,6.0,1500.0,0.0,1,0,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False  True False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.16666666666666666, 0.8333333333333334, 0.0]","[nan, nan]",0,False,True
7,7.0,750.0,0.0,1,1,0,"[False False False False False False False False False False False False
 False False False False False False  True False False False False False
 False False False False False False False False  True False False False
 False False False False False False  True False False False  True False
 False False False False False False False False False False False False
 False  True False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.14285714285714285, 0.7142857142857143, 0.14285714285714285]","[nan, nan]",0,False,True
8,8.0,750.0,0.0,1,1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False  True False False False False  True
 False False False False False False False False False False False False
 False False False False False False  True False False False  True False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.25, 0.625, 0.125]","[nan, nan]",0,False,True
9,9.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False  True False False False False  True
 False False False False  True False False False  True False False False
  True False False False False  True False False False False False  True
 False False False  True False False False]","[0.3333333333333333, 0.5555555555555556, 0.1111111111111111]","[nan, nan]",0,False,True
