,Trial index,Stim frequency,Stim AM rate,Category,Response,Task,Right licks,Left licks,Choice rate,dprimes,Timeline events,Flagged,Easy
0,0.0,1500.0,0.0,1,1,0,"[False False False False False False False False False False False  True
 False False False False False False False False  True False False False
 False False  True False False False False False False False False False
 False False False False False False False  True False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False  True
 False False False False False False False False False False False False
 False False False False False  True False False False False False False
 False False False False False False False False False False  True  True
 False False False False False False False False False False False False
 False False False False False False False]","[0, 0, 0]","[0, 0]",0,False,False
1,1.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False  True False False False False  True False False False
 False  True False False False  True False False False  True False False
 False False  True False False False False False  True False False False
 False False False False False False  True False False False False False
  True False False False False False False False False False False False
 False False False False False False False]","[1.0, 0.0, 0.0]","[nan, 0.0]",0,False,False
2,2.0,1500.0,0.0,1,1,0,"[False False False False False False False False False False False False
 False False False False  True False False False  True False False False
 False False False False False False False False False False  True False
 False False False  True False False False  True False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False  True False False False  True
 False False False False False False  True False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[nan, nan]",0,False,False
3,3.0,750.0,0.0,1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False  True False False False False  True False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.6666666666666666, 0.3333333333333333, 0.0]","[nan, nan]",0,False,False
4,3.0,750.0,0.0,1,1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False  True False False False
  True False False False False  True  True False False False  True False
 False False False False False False False False False False False  True
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False  True False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[nan, 0.0]",0,False,False
5,4.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True False False False False False False False False  True False False
 False False  True False False False  True False False False False  True
 False False False False False False False False False  True False False
 False False False  True False False False False  True  True False False
 False False False  True False False False False False False False False
 False False False False False False False]","[0.6, 0.4, 0.0]","[nan, 0.0]",0,False,False
6,5.0,750.0,0.0,1,1,0,"[False False False False False False False False False False False False
 False False False False False False False  True False False False  True
 False False False False  True False False False False  True False False
 False False False False False False False False False False False False
 False False False False False False False False  True False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False  True False False False False False False False  True False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[nan, 0.8614515429653226]",0,False,False
7,6.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False  True False False False  True  True False False False False
  True False False False  True False False False False False  True False
 False False  True False False False  True False False False False False
  True False False False False  True False False False False False False
 False False False  True False False False False False False False False
 False False False False False False False]","[0.5714285714285714, 0.42857142857142855, 0.0]","[nan, 0.8614515429653226]",0,False,False
8,7.0,1500.0,0.0,1,1,0,"[False False False False False False False False False False False False
 False False False False False  True False False False False False False
 False False False False False False False  True False False False False
 False False False False False  True False False False  True False False
 False False False False False False  True False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False  True False False False False False False False False  True False
 False False False False False False False]","[0.5, 0.5, 0.0]","[nan, 1.3489755673346382]",0,False,False
9,8.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False  True  True False False False False  True False
 False False False False False False  True False False False  True False
 False False False False  True False False False False False False False
  True False False False False False  True False False False False  True
 False False False  True  True False False False False False False False
 False False False False False False False]","[0.5555555555555556, 0.4444444444444444, 0.0]","[nan, 1.3489755673346382]",0,False,False
