,Trial index,Stim frequency,Stim AM rate,Category,Response,Task,Right licks,Left licks,Choice rate,dprimes,Timeline events,Flagged,Easy
0,0.0,750.0,0.0,1,1,0,"[False False  True False False False  True False False False  True False
 False False  True  True False False  True  True False False False  True
 False False False  True False False False False False False False False
 False  True False False False False False False False  True False False
 False False  True  True False False False  True False False False False
  True False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False  True False False False False False False False False
 False False False False False  True False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0, 0, 0]","[0, 0]",0,False,False
1,1.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True False False False False False False  True False False False False
  True False False False  True False False False  True  True False False
 False  True False False False False  True  True False False False  True
 False False False False False False  True False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[1.0, 0.0, 0.0]","[nan, 0.0]",0,False,False
2,2.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True False False False  True False False False  True  True False False
  True  True False False False  True False False False  True  True False
 False False  True False False False False  True  True False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[nan, nan]",0,False,False
3,3.0,750.0,0.0,1,1,0,"[ True False False False  True  True False False False  True False False
 False  True  True False False  True  True False False  True  True False
 False False  True  True False False False  True False False False False
  True  True False False False False False False False  True False False
 False False False False  True False False False False  True False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.3333333333333333, 0.6666666666666666, 0.0]","[nan, nan]",0,False,False
4,4.0,1500.0,0.0,1,1,0,"[False False  True False False False  True False False False  True  True
 False False False  True False False False  True  True False False False
  True False False False  True False False False False  True False False
 False False  True  True False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[nan, nan]",0,False,False
5,5.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False  True  True False False False  True  True False False  True  True
 False False  True  True False False False  True  True False False  True
  True False False False  True  True False False False False  True  True
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.6, 0.4, 0.0]","[nan, nan]",0,False,False
6,6.0,6000.0,0.0,-1,1,0,"[ True False False  True False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[nan, nan]",0,False,False
7,6.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True False False  True  True False False False False  True False False
  True  True False False  True  True False False False  True  True False
 False False  True False False False False False  True False False False
  True  True False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5714285714285714, 0.42857142857142855, 0.0]","[1.3489755673346382, nan]",0,False,False
8,7.0,1500.0,0.0,1,1,0,"[False False  True  True False False False  True  True False False  True
  True False False  True  True False False False  True False False False
  True  True False False False False False  True False False False  True
 False False False  True False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[1.3489755673346382, nan]",0,False,False
9,8.0,750.0,0.0,1,1,0,"[ True False False False False False False False False  True False False
 False  True  True False False False  True  True False False False  True
 False False  True  True False False False  True False False False False
 False  True  True False False False False False False False False False
  True False False False False False False False False False  True False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False  True False
 False False False False False False False  True False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5555555555555556, 0.4444444444444444, 0.0]","[1.6832381817308146, nan]",0,False,False
10,9.0,1500.0,0.0,1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False  True  True False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.6, 0.4, 0.0]","[1.9348386864218154, nan]",0,False,False
11,9.0,1500.0,0.0,1,1,0,"[False  True  True False False  True  True False False False  True False
 False False  True  True False False  True False False False False  True
  True False False  True  True False False False False False  True False
 False False  True  True False False False  True False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5454545454545454, 0.45454545454545453, 0.0]","[1.9348386864218154, 1.6832381817308146]",0,False,False
12,10.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True  True False False False False False False False  True False False
 False False  True False False  True  True False False False  True  True
 False False  True  True False False False False False  True False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5833333333333334, 0.4166666666666667, 0.0]","[2.135136527393951, 1.6832381817308146]",0,False,False
13,11.0,1500.0,0.0,1,1,0,"[False  True  True False False False  True False False False False  True
 False False False  True False False False  True  True False False  True
  True False False False False  True False False False False  True  True
 False False False  True False False False  True  True False False False
  True False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False  True False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5384615384615384, 0.46153846153846156, 0.0]","[2.135136527393951, 1.9348386864218154]",0,False,False
14,12.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False  True False False False  True False False False  True  True False
 False  True  True False False False False  True False False False  True
 False False False False False False False False False  True  True False
 False False  True False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5714285714285714, 0.42857142857142855, 0.0]","[2.300694208940575, 1.9348386864218154]",0,False,False
15,13.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True  True False False False  True False False False  True  True False
 False  True  True False False False  True False False False  True  True
 False False False False  True  True False False False False  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5333333333333333, 0.4666666666666667, 0.0]","[2.300694208940575, 2.135136527393951]",0,False,False
16,14.0,750.0,0.0,1,1,0,"[False  True False False False  True False False False  True  True False
 False False  True  True False False  True  True False False False  True
 False False False  True  True False False False  True False False False
 False False  True  True False False False  True False False False  True
 False False False False False False False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[2.300694208940575, 2.300694208940575]",0,False,False
17,15.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False  True False False False False  True False False  True  True
 False False False  True False False False  True  True False False False
  True  True False False False  True False False False  True  True False
 False False False False  True False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5294117647058824, 0.47058823529411764, 0.0]","[2.4412761378064363, 2.300694208940575]",0,False,False
18,16.0,1500.0,0.0,1,1,0,"[False  True False False False  True False False False  True False False
 False  True  True False False False  True False False False  True  True
 False False False  True False False False False False False False False
 False  True  True False False  True False False False False False False
 False False False False  True  True False False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[2.4412761378064363, 2.4412761378064363]",0,False,False
19,17.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True False False False  True False False False  True  True False False
  True  True False False False  True False False False  True  True False
 False False  True False False False False False  True  True False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5263157894736842, 0.47368421052631576, 0.0]","[2.5630985764077403, 2.4412761378064363]",0,False,False
20,18.0,3000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True False False False False False False False  True  True False False
  True  True False False False  True  True False False  True  True False
 False False  True False False False  True  True False False False False
  True  True False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.5, 0.5, 0.0]","[2.5630985764077403, 2.5630985764077403]",0,False,False
21,19.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[ True False False False  True False False False  True  True False False
  True  True False False False  True False False False False  True False
 False False  True  True False False False False  True  True False False
 False  True False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.47619047619047616, 0.5238095238095238, 0.0]","[2.5630985764077403, 2.670350930522295]",0,False,False
22,20.0,6000.0,0.0,-1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False  True  True False False  True  True False False False  True False
 False False  True  True False False  True  True False False False False
 False False False False  True False False False False  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.45454545454545453, 0.5454545454545454, 0.0]","[2.5630985764077403, 2.765983730024195]",0,False,False
23,21.0,750.0,0.0,1,1,0,"[False False False False  True  True False False False  True  True False
 False  True  True False False False  True  True False False  True  True
 False False False  True  True False False  True  True False False False
 False False  True False False False False False False False False False
  True  True False False False False  True False False False False False
 False False False False False False False]","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.43478260869565216, 0.5652173913043478, 0.0]","[2.5630985764077403, 2.8521492405688016]",0,False,False
24,22.0,750.0,0.0,1,-1,0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[False False  True  True False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False]","[0.4583333333333333, 0.5416666666666666, 0.0]","[2.670350930522295, 2.8521492405688016]",0,False,False
